Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
Imdur (60mg) 30 Tablets,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Augmentin (625mg) 6 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
TobraDex (0.3/0.1%) 5ml Eye Drops,Medicine,,,Qty,,Alcon-Novartis,,,0,NaN,0,Exclusive,1,0,,,
Zyrtec (1mg/ml) 60ml Oral Solution,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Hiflox (500mg) 10 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Isotrate (40mg) 20 Tablets,Medicine,,,Qty,,Mass Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Isotrate (20mg) 60 Tablets,Medicine,,,Qty,,Mass Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ascard (75mg) 30 Tablets,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Spasler-P (5mg/5ml) 60ml Syrup,Medicine,,,Qty,,AGP LIMITED,,,0,NaN,0,Exclusive,1,0,,,
Laxoberon (5mg) 100 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Evion (600mg) 100 Capsules,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Sante (20mg) 14 Capsules,Medicine,,,Qty,,Macter International Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Enervit 120ml Syrup,Medicine,,,Qty,,Himont Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
High-C 1000 10 Sachets,Medicine,,,Qty,,Wilson's Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
GAVISCON LIQUID 120ML,Medicine,,,Qty,,RECKITT BENCKISER PAKISTAN LTD.,,,0,NaN,0,Exclusive,1,0,,,
Tobracin-D (0.3/0.1%) 5ml Eye Suspension,Medicine,,,Qty,,Helix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Fortum (250mg) 1 Vial Injection,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Nervin (0.25mg) 30 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
FAMILA INJ 150MG,Medicine,,,Qty,,ZAFA Pharmaceutical-Dkt Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Artem (80mg/1ml) 6 Ampoule Injections,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Seizunil (100mg/5ml) 120ml Syrup,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Seizunil (200mg) 50 Tablets,Medicine,,,Qty,,Platinum Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vinjec (1g) 1 Vial Injection,Medicine,,,Qty,,Bosch Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Omezol (20mg) 14 Capsules,Medicine,,,Qty,,Bosch Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gempid (600mg) 20 Tablets,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Toradol (30mg/ml) 5 Ampoule Injections,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Famopsin (20mg) 20 Tablets,Medicine,,,Qty,,High-Q Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Bamifix (600mg) 30 Tablets,Medicine,,,Qty,,Chiesi Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Pulse (50mg) 20 Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Bromalex (3mg) 30 Tablets,Medicine,,,Qty,,Indus Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Stugeron Forte (75mg) 12 Capsules,Medicine,,,Qty,,Aspin Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Daflon (500mg) 20 Tablets,Medicine,,,Qty,,Servier Research and Pharmaceuticals [Pakistan] (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gravinate (12.5mg) 60ml Syrup,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
"Gravinate (50mg) 1ml, 25 Ampoule Injections",Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Gravinate (50mg) 100 Tablets,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Nervin (0.5mg) 30 Film Coated Tablets,Medicine,,,Qty,,Werrick Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Ternelin (4mg) 10 Tablets,Medicine,,,Qty,,Novartis Pharma Limited,,,0,NaN,0,Exclusive,1,0,,,
Famot (40mg) 10 Tablets,Medicine,,,Qty,,Shaigan Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Grasil (500mg) 2ml Injection,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Medigesic Forte 30 Tablets,Medicine,,,Qty,,Wilshire Labs (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Anifed Retard (20mg) 50 Tablets,Medicine,,,Qty,,Tread Pharmaceuticals Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Bronkal (2mg/5ml) 60ml Syrup,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Bismol (88mg) 120ml Syrup,Medicine,,,Qty,,Macter International Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Claritek (125/5ml) 60ml Suspension,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Grasil (250mg) 2ml Injection,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Glucophage (250mg) 50 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Ventolin (0.5%) 20ml Respirator Solution,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Histazolin (40/0.5mg) 5ml Eye Drops,Medicine,,,Qty,,Remington Pharmaceutical Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lamisil (250mg) 10 Tablets,Medicine,,,Qty,,Novartis Pharma Limited,,,0,NaN,0,Exclusive,1,0,,,
Klaricid (250mg) 10 Tablets,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Neuxam (0.5mg) 30 Tablets,Medicine,,,Qty,,Standpharm Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Polypep (20mg) 10 Tablets,Medicine,,,Qty,,Wilson's Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
DYCLO INJ (20S),Medicine,,,Qty,,Indus Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Micronema 10ml Enema,Medicine,,,Qty,,ATCO Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Lanzit (30mg) 14 Capsules,Medicine,,,Qty,,S.J & G. Fazul Ellahie (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zestril (10mg) 14 Tablets,Medicine,,,Qty,,ICI Pakistan Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ansaid (100mg) 30 Tablets,Medicine,,,Qty,,Pfizer Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Zafnol (50mg) 20 Tablets,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
CONTRACTUBEX 20G GEL,Medicine,,,Qty,,Brookes Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Eyfem (1mg) 5ml Eye Drops,Medicine,,,Qty,,KOBEC Health Sciences,,,0,NaN,0,Exclusive,1,0,,,
Epival (250mg/5ml) 120ml Syrup,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Sensival (25mg) 20 Tablets,Medicine,,,Qty,,Pharmedic Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Novidat (500mg) 10 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Norvasc (10mg) 30 Tablets,Medicine,,,Qty,,Pfizer Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Norvasc (5mg) 30 Tablets,Medicine,,,Qty,,Pfizer Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Adalin (Cough Expectorant) 120ml Syrup,Medicine,,,Qty,,Macter International Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Curine (0.025%) 15ml Eye Drops,Medicine,,,Qty,,Schazoo Zaka (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Neucef (500mg) 12 Capsules,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Coversyl (4mg) 10 Tablets,Medicine,,,Qty,,Servier Research and Pharmaceuticals [Pakistan] (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
TEMPRAMINE 60ML SUSP,Medicine,,,Qty,,WoodWard's,,,0,NaN,0,Exclusive,1,0,,,
Zinacef (250mg) 1 Vial Injection,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Amyline (25mg) 100 Tablets,Medicine,,,Qty,,SIZA International (Private) Limited,,,0,NaN,0,Exclusive,1,0,,,
Sambro (3mg) 30 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Neucef (125mg/5ml) 60ml Suspension,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Oflobid (200mg) 10 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Spiromide (20/50mg) 20 Tablets,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Zyrtec (10mg) 30 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Herbesser SR (180mg) 10 Capsules,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Surbex Z 30 Tablets,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Metrozine (200mg/5ml) 90ml Suspension,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Lasoride (40/5mg) 30 Tablets,Medicine,,,Qty,,Sanofi-Aventis,,,0,NaN,0,Exclusive,1,0,,,
Prozac (20mg) 14 Capsules,Medicine,,,Qty,,Eli Lilly Pakistan (Pvt) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Myonal (50mg) 100 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Betaloc Zok (100mg) 30 Tablets,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cefspan (100mg/5ml) 30ml Suspension,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Herbesser (60mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Mixtard 30Hm Novolet Penfil 3ml Inj 1 s,Medicine,,,Qty,,Novo Nordisk Pharmaceuticals Co. Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Methycobal (500µg) 100 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Methycobal (500μg) 1ml, 10 Amploue Injections",Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Synflex (550mg) 30 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Concor (10mg) 14 Tablets,Medicine,,,Qty,,Merck,,,0,NaN,0,Exclusive,1,0,,,
Concor (5mg) 14 Tablets,Medicine,,,Qty,,Merck,,,0,NaN,0,Exclusive,1,0,,,
Tramal (50mg) 10 Capsules,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Cerophene (50mg) 20 Tablets,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Benzirin (240ml) Mouthwash,Medicine,,,Qty,,Angelini Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Gynosporin (500mg) 1 Vaginal Tablet,Medicine,,,Qty,,Nabiqasim Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Normitab (50mg) 28 Tablets,Medicine,,,Qty,,Nabiqasim Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Vidaylin-T 30 Tablets,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Dermosporin (1%) 20ml Topical Solution,Medicine,,,Qty,,Nabiqasim Industries (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Anapaz (125mcg/ml) 10ml Oral Drops,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Dicloran (50mg) 30 Tablets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Transamin (500mg) 20 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Masacol (400mg) 30 Tablets,Medicine,,,Qty,,Getz Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Xyloaid (2%) 15g Jelly,Medicine,,,Qty,,Barrett Hodgson Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Duragesic (35/450mg) 100 Tablets,Medicine,,,Qty,,Tabros Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
OXOFERIN 50ML SOLUTION,Medicine,,,Qty,,Brookes Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Phlogin SR (100mg) 20 Capsules,Medicine,,,Qty,,Brookes Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Phlogin (50mg) 20 Capsules,Medicine,,,Qty,,Brookes Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Rheumatin (50mg) 20 Tablets,Medicine,,,Qty,,SIZA International (Private) Limited,,,0,NaN,0,Exclusive,1,0,,,
Vermox (500mg) 12 Tablets,Medicine,,,Qty,,Aspin Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Entox-P (630mg) 100 Tablets,Medicine,,,Qty,,LCI Pakistan Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Viophos-B 240ml Syrup,Medicine,,,Qty,,Continental Pharmaceuticals Limited,,,0,NaN,0,Exclusive,1,0,,,
Blokium (25mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Floramex (2mg) 20 Capsules,Medicine,,,Qty,,ZAFA Pharmaceutical Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Cytotrexate (2.5mg) 100 Tablets,Medicine,,,Qty,,Howards Pharma,,,0,NaN,0,Exclusive,1,0,,,
Evion (400mg) 100 Capsules,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
CITRO SODA LEMON (20S),Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Herbesser (30mg) 30 Tablets,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Panadol (160mg/5ml) 120ml Liquid,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Rocephin (500mg) IM Injection,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Rocephin (500mg) IV Injection,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Calup-D 20 Tablets,Medicine,,,Qty,,Wimits Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Methix 20 Tablets,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Buscopan Plus 100 Tablets,Medicine,,,Qty,,Merck,,,0,NaN,0,Exclusive,1,0,,,
Inomel-F 10 Sachets,Medicine,,,Qty,,Wimits Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Humulin R (100IU/ml) 10ml, 1 Vial Injection",Medicine,,,Qty,,Eli Lilly Pakistan (Pvt) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Voren (25mg) 100 Tablets,Medicine,,,Qty,,Asian Continental (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
MEDISOL D/W 10% 500ML,Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Entamizole DS (500/400mg) 15 Tablets,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Duricef (125mg/5ml) 90ml Suspension,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Duricef (500mg) 12 Capsules,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Mepresor (100mg) 30 Tablets,Medicine,,,Qty,,Novartis Pharma Limited,,,0,NaN,0,Exclusive,1,0,,,
Canesten 1 (0.5g) 1 Vaginal Tablet,Medicine,,,Qty,,Bayer Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Noroxin (400mg) 14 Tablets,Medicine,,,Qty,,OBS Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Ceclor (250mg) 12 Capsules,Medicine,,,Qty,,AGP LIMITED,,,0,NaN,0,Exclusive,1,0,,,
Ceclor (250mg/5ml) 60ml Suspension,Medicine,,,Qty,,AGP LIMITED,,,0,NaN,0,Exclusive,1,0,,,
Epival (500mg) 100 Tablets,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Entamizole (250/320mg) 90ml Suspension,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Zentel (200mg) 2 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Amoxil (500mg) 100 Capsules,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Duphalac (66.7g/100ml) 120ml Syrup,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Colofac (135mg) 30 Tablets,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Dexachlor (0.5/0.1%) 5ml Eye Drops,Medicine,,,Qty,,Ethical Laboratories,,,0,NaN,0,Exclusive,1,0,,,
Transamin (250mg) 100 Capsules,Medicine,,,Qty,,Hilton Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sunny D Stat (200000IU) 1 Softgel Capsule,Medicine,,,Qty,,SCOTMANN PHARMACEUTICAL,,,0,NaN,0,Exclusive,1,0,,,
COTTON ROLL 200G (SURGI),Medicine,,,Qty,,-,,,0,NaN,0,Exclusive,1,0,,,
Niogen 30 Capsules,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Metaner 20 Tablets,Medicine,,,Qty,,Genetics Pharmaceuticals,,,0,NaN,0,Exclusive,1,0,,,
Zinacef (750mg) 1 Injection,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Zinacef (250mg) 14 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Vermox (100mg/5ml) 30ml Oral Suspension,Medicine,,,Qty,,Aspin Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Entpro (100mg) 14 Capsules,Medicine,,,Qty,,Matrix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Imodium (2mg) 60 Capsules,Medicine,,,Qty,,Aspin Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Mosegor 30 Tablets,Medicine,,,Qty,,Novartis Pharma Limited,,,0,NaN,0,Exclusive,1,0,,,
Coldrex 100 Tablets,Medicine,,,Qty,,Standpharm Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Danzen (5mg) 20 Tablets,Medicine,,,Qty,,Helix Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Tres-Orix Forte 120ml Syrup,Medicine,,,Qty,,Highnoon Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Zatofen (1mg) 30 Tablets,Medicine,,,Qty,,Novartis Pharma Limited,,,0,NaN,0,Exclusive,1,0,,,
CLOPIXOL 200MG INJ,Medicine,,,Qty,,Lundbeck,,,0,NaN,0,Exclusive,1,0,,,
Diamicron (80mg) 20 Tablets,Medicine,,,Qty,,Servier Research and Pharmaceuticals [Pakistan] (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Rapicort (5mg) 100 Tablets,Medicine,,,Qty,,Tabros Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Aminovel 600 500ml 1 S,Medicine,,,Qty,,Otsuka Pharma,,,0,NaN,0,Exclusive,1,0,,,
Septran DS (160/800mg) 100 Tablets,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Apranax (550mg) 20 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Vermox (100mg) 60 Tablets,Medicine,,,Qty,,Aspin Pharma (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Brufen (100mg/5ml) 120ml Oral Suspension,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Polybion Forte 120ml Syrup,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Fefol Vit 56 Capsules,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Lysovit 120ml Syrup,Medicine,,,Qty,,Pfizer Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Sinemet (25/250mg) 100 Tablets,Medicine,,,Qty,,OBS Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Rivotril (2mg) 30 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Doltee (Baby Teething) 10ml Oral Drops,Medicine,,,Qty,,WoodWard's,,,0,NaN,0,Exclusive,1,0,,,
Ceporex (250mg) 12 Capsules,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Aldactone (100mg) 10 Tablets,Medicine,,,Qty,,The Searle Company Limited,,,0,NaN,0,Exclusive,1,0,,,
Neo-Q-Plex 120ml Syp 1 s,Medicine,,,Qty,,WoodWard's,,,0,NaN,0,Exclusive,1,0,,,
Metomide (5mg/5ml) 50ml Syrup,Medicine,,,Qty,,CCL Pharmaceuticals Pvt. Ltd,,,0,NaN,0,Exclusive,1,0,,,
Surbex 120ml Syrup,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Rondec C 120ml Cough Syrup,Medicine,,,Qty,,Abbot Laboratories (Pakistan) Ltd,,,0,NaN,0,Exclusive,1,0,,,
Navidoxine 100 Tablets,Medicine,,,Qty,,AGP LIMITED,,,0,NaN,0,Exclusive,1,0,,,
Vida-Z 30 Tablets,Medicine,,,Qty,,Vida Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Protectis 5ml Oral Drops,Medicine,,,Qty,,Ferozsons Laboratories Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Prednisynth (0.5/0.2%) 10ml Eye Suspension,Medicine,,,Qty,,Schazoo Zaka (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Velosef (250mg) 12 Capsules,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
Velosef (500mg) 12 capsules,Medicine,,,Qty,,GLAXOSMITHKLINE,,,0,NaN,0,Exclusive,1,0,,,
ADN6 30 Tablets,Medicine,,,Qty,,Macter International Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Maxdif G (500mg) 20 Tablets,Medicine,,,Qty,,JENPHARM LIFE SCIENCES,,,0,NaN,0,Exclusive,1,0,,,
Naunehal Herbal 175ml Gripe Water,Medicine,,,Qty,,Hamdard Laboratories (Waqf) Pakistan,,,0,NaN,0,Exclusive,1,0,,,
Samcran (250mg) 10 Sachets,Medicine,,,Qty,,SAMI Pharmaceuticals (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Gynaecosid (5.0/0.3mg) 2 Tablets,Medicine,,,Qty,,EFROZE PHARMACEUTICALS (PVT.) LTD.,,,0,NaN,0,Exclusive,1,0,,,
Moduretic (5/50mg) 100 Tablets,Medicine,,,Qty,,OBS Pakistan (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
"Nilstat (100,00IU/ml) 50ml Oral Drops",Medicine,,,Qty,,LCI Pakistan Ltd.,,,0,NaN,0,Exclusive,1,0,,,
Sangobion 30 Capsules,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Neurobion 100 Tablets,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Neurobion Inj 25 s,Medicine,,,Qty,,Martin Dow Limited,,,0,NaN,0,Exclusive,1,0,,,
Lactif Drops 7.5ml 1s,Medicine,,,Qty,,Cell Laboratories (Pvt.) Ltd.,,,0,NaN,0,Exclusive,1,0,,,
